"Date / Time","Name Path Reference","Object Name","Object Value",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAh.DE-ATS-kVAh (Trend1)","KVAh.DE-ATS-kVAh (Trend1)","188041.8 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KW_Total.CollinCtr-kW (Trend1)","KW_Total.CollinCtr-kW (Trend1)","36.63407 kW",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.Energy.CollinCtr-Energy-kWh (Trend1)","Energy.CollinCtr-Energy-kWh (Trend1)","130218.7 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAR_Total.CollinCtr-kVAR (Trend1)","KVAR_Total.CollinCtr-kVAR (Trend1)","46.29197 kVAR",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVARh.CollinCtr-kVARh (Trend1)","KVARh.CollinCtr-kVARh (Trend1)","160107 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVA_Total.CollinCtr-kVA (Trend1)","KVA_Total.CollinCtr-kVA (Trend1)","59.0339 kVA",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAh.CollinCtr-kVAh (Trend1)","KVAh.CollinCtr-kVAh (Trend1)","211096.2 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KW_Total.DL-kW (Trend1)","KW_Total.DL-kW (Trend1)","37.47438 kW",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.Energy.DL-Energy-kWh (Trend1)","Energy.DL-Energy-kWh (Trend1)","223064.4 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAR_Total.DL-kVAR (Trend1)","KVAR_Total.DL-kVAR (Trend1)","35.30987 kVAR",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVARh.DL-kVARh (Trend1)","KVARh.DL-kVARh (Trend1)","152935.7 kWh",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVA_Total.DL-kVA (Trend1)","KVA_Total.DL-kVA (Trend1)","51.48899 kVA",
"25/01/16 05:45:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAh.DL-kVAh (Trend1)","KVAh.DL-kVAh (Trend1)","274788.2 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","58.51438 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","57.67178 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","57.42105 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","173.6072 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","152.2978 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7748281 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","152.6916 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","131.4933 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5318773 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","231.2626 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","201.3596 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9473906 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","8.911121 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.Energy.DHB - kWh Total (Trend1)","Energy.DHB - kWh Total (Trend1)","79221.2 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAR_Total.DHB-KVAR (Trend1)","KVAR_Total.DHB-KVAR (Trend1)","16.74809 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVA_Total.DHB-KVA (Trend1)","KVA_Total.DHB-KVA (Trend1)","18.97121 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAh.DHB-kVAh (Trend1)","KVAh.DHB-kVAh (Trend1)","114995.6 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KW_Total.M1-kW-Total (Trend1)","KW_Total.M1-kW-Total (Trend1)","0 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.Energy.M1-kWh-Energy (Trend1)","Energy.M1-kWh-Energy (Trend1)","19963.96 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAR_Total.M1-kVAR-Total (Trend1)","KVAR_Total.M1-kVAR-Total (Trend1)","0 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVARh.M1-kVARh (Trend1)","KVARh.M1-kVARh (Trend1)","20860.73 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVA_Total.M1-kVA-Total (Trend1)","KVA_Total.M1-kVA-Total (Trend1)","0 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAh.M1-kVAh (Trend1)","KVAh.M1-kVAh (Trend1)","29101.07 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KW_Total.DG-kW (Trend1)","KW_Total.DG-kW (Trend1)","23.73296 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.Energy.DG-kWh-Energy (Trend1)","Energy.DG-kWh-Energy (Trend1)","188231.4 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAR_Total.DG-kVAR (Trend1)","KVAR_Total.DG-kVAR (Trend1)","14.49591 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVARh.DG-kVARh (Trend1)","KVARh.DG-kVARh (Trend1)","78543.92 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVA_Total.DG-kVA (Trend1)","KVA_Total.DG-kVA (Trend1)","27.83805 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAh.DG-kVAh (Trend1)","KVAh.DG-kVAh (Trend1)","205783.9 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KW_Total.DE-ATS-kW (Trend1)","KW_Total.DE-ATS-kW (Trend1)","72.2579 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.Energy.DE-ATS-Energy-kWh (Trend1)","Energy.DE-ATS-Energy-kWh (Trend1)","174698.7 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAR_Total.DE-ATS-kVAR (Trend1)","KVAR_Total.DE-ATS-kVAR (Trend1)","37.59176 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVARh.DE-ATS-kVARh (Trend1)","KVARh.DE-ATS-kVARh (Trend1)","65684.71 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVA_Total.DE-ATS-kVA (Trend1)","KVA_Total.DE-ATS-kVA (Trend1)","81.45148 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAh.DE-ATS-kVAh (Trend1)","KVAh.DE-ATS-kVAh (Trend1)","188023.8 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KW_Total.CollinCtr-kW (Trend1)","KW_Total.CollinCtr-kW (Trend1)","33.08575 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.Energy.CollinCtr-Energy-kWh (Trend1)","Energy.CollinCtr-Energy-kWh (Trend1)","130209.1 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAR_Total.CollinCtr-kVAR (Trend1)","KVAR_Total.CollinCtr-kVAR (Trend1)","45.86611 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVARh.CollinCtr-kVARh (Trend1)","KVARh.CollinCtr-kVARh (Trend1)","160095.4 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVA_Total.CollinCtr-kVA (Trend1)","KVA_Total.CollinCtr-kVA (Trend1)","56.55411 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAh.CollinCtr-kVAh (Trend1)","KVAh.CollinCtr-kVAh (Trend1)","211081 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KW_Total.DL-kW (Trend1)","KW_Total.DL-kW (Trend1)","34.42615 kW",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.Energy.DL-Energy-kWh (Trend1)","Energy.DL-Energy-kWh (Trend1)","223055.9 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAR_Total.DL-kVAR (Trend1)","KVAR_Total.DL-kVAR (Trend1)","34.07038 kVAR",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVARh.DL-kVARh (Trend1)","KVARh.DL-kVARh (Trend1)","152927.3 kWh",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVA_Total.DL-kVA (Trend1)","KVA_Total.DL-kVA (Trend1)","48.43502 kVA",
"25/01/16 05:30:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAh.DL-kVAh (Trend1)","KVAh.DL-kVAh (Trend1)","274776.3 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","60.96472 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","68.34161 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","57.99995 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","187.3272 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","138.1949 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7748235 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","149.353 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","126.8572 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5318735 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","239.5784 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","187.6224 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9473847 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","8.536181 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.Energy.DHB - kWh Total (Trend1)","Energy.DHB - kWh Total (Trend1)","79219.07 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAR_Total.DHB-KVAR (Trend1)","KVAR_Total.DHB-KVAR (Trend1)","16.75678 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVA_Total.DHB-KVA (Trend1)","KVA_Total.DHB-KVA (Trend1)","18.9005 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KVAh.DHB-kVAh (Trend1)","KVAh.DHB-kVAh (Trend1)","114991 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KW_Total.M1-kW-Total (Trend1)","KW_Total.M1-kW-Total (Trend1)","0 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.Energy.M1-kWh-Energy (Trend1)","Energy.M1-kWh-Energy (Trend1)","19963.96 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAR_Total.M1-kVAR-Total (Trend1)","KVAR_Total.M1-kVAR-Total (Trend1)","0 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVARh.M1-kVARh (Trend1)","KVARh.M1-kVARh (Trend1)","20860.73 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVA_Total.M1-kVA-Total (Trend1)","KVA_Total.M1-kVA-Total (Trend1)","0 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL M1 ELECTRIC METER.Analog Inputs.KVAh.M1-kVAh (Trend1)","KVAh.M1-kVAh (Trend1)","29101.07 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KW_Total.DG-kW (Trend1)","KW_Total.DG-kW (Trend1)","22.82157 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.Energy.DG-kWh-Energy (Trend1)","Energy.DG-kWh-Energy (Trend1)","188225.3 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAR_Total.DG-kVAR (Trend1)","KVAR_Total.DG-kVAR (Trend1)","13.57742 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVARh.DG-kVARh (Trend1)","KVARh.DG-kVARh (Trend1)","78540.48 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVA_Total.DG-kVA (Trend1)","KVA_Total.DG-kVA (Trend1)","26.55505 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DG ELECTRIC METER.Analog Inputs.KVAh.DG-kVAh (Trend1)","KVAh.DG-kVAh (Trend1)","205777 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KW_Total.DE-ATS-kW (Trend1)","KW_Total.DE-ATS-kW (Trend1)","73.75241 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.Energy.DE-ATS-Energy-kWh (Trend1)","Energy.DE-ATS-Energy-kWh (Trend1)","174680.1 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAR_Total.DE-ATS-kVAR (Trend1)","KVAR_Total.DE-ATS-kVAR (Trend1)","36.79605 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVARh.DE-ATS-kVARh (Trend1)","KVARh.DE-ATS-kVARh (Trend1)","65675.55 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVA_Total.DE-ATS-kVA (Trend1)","KVA_Total.DE-ATS-kVA (Trend1)","82.42189 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DE-ATS ELECTRIC METER.Analog Inputs.KVAh.DE-ATS-kVAh (Trend1)","KVAh.DE-ATS-kVAh (Trend1)","188003 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KW_Total.CollinCtr-kW (Trend1)","KW_Total.CollinCtr-kW (Trend1)","46.99249 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.Energy.CollinCtr-Energy-kWh (Trend1)","Energy.CollinCtr-Energy-kWh (Trend1)","130198.4 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAR_Total.CollinCtr-kVAR (Trend1)","KVAR_Total.CollinCtr-kVAR (Trend1)","45.37202 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVARh.CollinCtr-kVARh (Trend1)","KVARh.CollinCtr-kVARh (Trend1)","160083.8 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVA_Total.CollinCtr-kVA (Trend1)","KVA_Total.CollinCtr-kVA (Trend1)","65.32162 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL COLLINS ELECTRIC METER.Analog Inputs.KVAh.CollinCtr-kVAh (Trend1)","KVAh.CollinCtr-kVAh (Trend1)","211065.3 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KW_Total.DL-kW (Trend1)","KW_Total.DL-kW (Trend1)","33.46489 kW",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.Energy.DL-Energy-kWh (Trend1)","Energy.DL-Energy-kWh (Trend1)","223047.7 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAR_Total.DL-kVAR (Trend1)","KVAR_Total.DL-kVAR (Trend1)","33.2771 kVAR",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVARh.DL-kVARh (Trend1)","KVARh.DL-kVARh (Trend1)","152919.1 kWh",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVA_Total.DL-kVA (Trend1)","KVA_Total.DL-kVA (Trend1)","47.19391 kVA",
"25/01/16 05:15:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DL ELECTRIC METER.Analog Inputs.KVAh.DL-kVAh (Trend1)","KVAh.DL-kVAh (Trend1)","274764.6 kWh",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_A.Trend - Present Value (Trend1)","KW_A.Trend - Present Value (Trend1)","41.69172 kW",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_B.Trend - Present Value (Trend1)","KW_B.Trend - Present Value (Trend1)","45.5528 kW",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_C.Trend - Present Value (Trend1)","KW_C.Trend - Present Value (Trend1)","47.12966 kW",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Total.Main-kW (Trend1)","KW_Total.Main-kW (Trend1)","134.3742 kW",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KW_Present_Demand.Main-kW_Present_Demand (Trend1)","KW_Present_Demand.Main-kW_Present_Demand (Trend1)","147.4896 kW",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.Energy.Main-kWh-Energy (Trend1)","Energy.Main-kWh-Energy (Trend1)","7748197 kWh",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Total.Main-kVAR (Trend1)","KVAR_Total.Main-kVAR (Trend1)","128.3241 kVAR",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","KVAR_Present_Demand.Main-kVAR_Present_Demand (Trend1)","135.7782 kVAR",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVARh.Main-kVARh (Trend1)","KVARh.Main-kVARh (Trend1)","5318703 kWh",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Total.Main-kVA (Trend1)","KVA_Total.Main-kVA (Trend1)","185.805 kVA",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","KVA_Present_Demand.Main-kVA_Present_Demand (Trend1)","200.5081 kVA",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.MAIN ELECTRIC METER.Analog Inputs.KVAh.Main-kVAh (Trend1)","KVAh.Main-kVAh (Trend1)","9473798 kWh",
"25/01/16 05:00:00","Town Of Andover:AHS-NAE1/FEC Bus2.PANEL DHB ELECTRIC METER.Analog Inputs.KW_Total.DHB - kW - Present Value (Trend1)","KW_Total.DHB - kW - Present Value (Trend1)","8.668306 kW",
