Usage statistics from between 5:00 and 20:00 each day
,Main (kWh),Gym (kWh),PlugLoad (kWh),Lighting (kWh),Emergency Kitchen+Lights (kWh),Chillers (kWh),CollinCent (kWh)
2016-02-11,5309.0,1077.8999999999942,548.8899999999994,1451.3999999999942,1151.2000000000116,0.06000000000130967,979.5
2016-02-12,5012.0,993.6000000000058,421.72000000000116,1295.7000000000116,1144.8999999999942,0.06999999999970896,1160.5
2016-02-13,3332.0,505.79999999998836,121.81999999999243,471.69999999998254,867.5,0.0,1417.5
2016-02-14,3535.0,420.69999999998254,127.40999999998894,495.5999999999767,1059.1999999999825,0.0,1495.5
2016-02-15,2632.0,432.79999999998836,131.89999999999418,492.80000000001746,739.2999999999884,0.029999999998835847,882.0
2016-02-16,2430.0,450.20000000001164,214.7399999999907,613.7000000000116,532.0999999999767,0.5,654.6999999999825
2016-02-17,2601.0,331.70000000001164,215.13999999999942,575.3999999999942,800.1999999999825,0.38000000000101863,720.6000000000058
2016-02-18,2985.0,570.6999999999825,243.09999999999127,553.6000000000058,862.3000000000175,0.17999999999665306,795.8000000000175
2016-02-19,2053.0,262.29999999998836,199.97000000000116,584.3000000000175,690.6999999999825,0.3900000000030559,330.3999999999942
2016-02-20,1425.0,211.60000000000582,124.52999999999884,448.5,404.19999999998254,0.4599999999991269,248.20000000001164
2016-02-21,1795.0,256.5999999999767,137.94000000000233,482.79999999998836,394.5,0.5100000000020373,542.0
2016-02-22,4599.0,988.6999999999825,472.6399999999994,1309.3999999999942,1053.6000000000058,0.38000000000101863,767.3000000000175
2016-02-23,4764.0,983.3999999999942,467.9499999999971,1403.0,1018.6000000000058,0.2699999999967986,826.8999999999942
2016-02-24,4753.0,955.1000000000058,476.8099999999977,1358.9000000000233,1017.5999999999767,0.2800000000024738,825.5999999999767
2016-02-25,4354.0,908.7000000000116,451.8000000000029,1386.5,669.7000000000116,10.720000000001164,808.0
2016-02-26,4638.0,929.8999999999942,456.66999999999825,1301.6999999999825,1075.8999999999942,0.2999999999992724,758.5
2016-02-27,2584.0,269.1000000000058,148.0899999999965,538.1999999999534,738.6999999999825,0.38000000000101863,929.7000000000116
2016-02-28,1422.0,349.20000000001164,139.34000000001106,385.0,420.79999999998836,0.4599999999991269,138.29999999998836
2016-02-29,4302.0,1051.2999999999884,514.4199999999983,1374.9000000000233,858.2000000000116,6.169999999998254,376.0
2016-03-01,4660.0,1273.5,469.3999999999942,1359.7000000000116,1036.1999999999825,0.41999999999825377,389.6000000000058
2016-03-02,4536.0,1158.8000000000175,476.24000000000524,1370.899999999965,993.5,0.31999999999970896,388.6000000000058
2016-03-03,4917.0,1050.7000000000116,528.3000000000029,1354.2000000000116,1134.5999999999767,0.16999999999825377,763.2999999999884
2016-03-04,5225.0,1156.8999999999942,459.6100000000006,1317.7999999999884,1116.1999999999825,0.020000000000436557,1100.1000000000058
2016-03-05,2945.0,285.19999999998254,169.91999999999825,446.0999999999767,708.3000000000175,0.2999999999992724,1376.7000000000116
